call_numero,codigo_postal,colonia_predio,Alcaldía
TABASCO ORIENTE 92,12000,BO STA CRUZ,Milpa Alta
TABASCO 107,12000,Bo Sta Cruz,Milpa Alta
Michoacan 16,12000,Milpa Alta,Milpa Alta
Michoacan Oriente 2,12000,Bo Sta Cruz,Milpa Alta
MICHOACAN ORIENTE 7,12000,Bo Sta Cruz,Milpa Alta
Michoacan Ote.no.90,12000,Bo.sta Cruz,Milpa Alta
Veracruz Norte Num. 3,12000,Bo Sta Cruz,Milpa Alta
Av. Veracruz Num 3,12000,Barrio de Sta Cruz Milpalta,Milpa Alta
Veracruz 7,12000,Milpa Alta,Milpa Alta
Veracruz 5,12000,Bo.sta Cruz,Milpa Alta
Tabasco Ote. No.9 Prov. Xochimanca,12000,Bo. Sta. Cruz Milpa Alta,Milpa Alta
TABASCO ORIENTE 10,12000,Bo Sta Cruz,Milpa Alta
Tabasco Num. 109,12000,Santa Cruz,Milpa Alta
Veracruz 7,12000,Bo. Santa Cruz,Milpa Alta
Cda Tabasco Ote S/n Entre Veracruz y Yucatan,12000,Bo.sta Cruz.,Milpa Alta
Av Michoacan Oriente 29,12000,Barrio San Agustin,Milpa Alta
Morelos Sur 3,12000,Bo San Agustin,Milpa Alta
Av.  Morelos Num. 5,12000,Po. San Agustin el Alto,Milpa Alta
Morelos Sur 7,12000,Bo San Agustin,Milpa Alta
Av Morelos Sur 7,12000,Barrio San Agustin,Milpa Alta
Av. Toluca Sur Num. 10,12000,Barrio San Agustin,Milpa Alta
TOLUCA SUR 8,12000,Bo San Agustin,Milpa Alta
Toluca Norte 9,12000,Villa Milpa Alta,Milpa Alta
Av Toluca 6,12000,Barrio San Agustin,Milpa Alta
Av Toluca Sur Pr 10 Mz 2,12000,Barrio San Agustin,Milpa Alta
Av Toluca Sur 7,12000,Barrio San Agustin,Milpa Alta
Av Toluca Num.2,12000,Barrio San Agustin,Milpa Alta
Av Toluca Sur 2,12000,Barrio San Agustin,Milpa Alta
Av Michoacan Oriente 23,12000,Barrio San Agustin,Milpa Alta
Av Michoacan Oriente 25,12000,Barrio San Agustin,Milpa Alta
Av Michoacan Oriente 25 a,12000,Barrio San Agustin,Milpa Alta
Av. Michoacan Ote. 25,12000,Bo. San Agustin El Alto,Milpa Alta
Michoacan Oriente 27,12000,La Concepcion Milpa Alta,Milpa Alta
Michoacan Oriente 20,12000,La Concepcion Milpa Alta,Milpa Alta
Av. Jalisco Oriente 6 Prov,12000,Barrio la Concepcion,Milpa Alta
Av Morelos Sur Pd 1 Mz 3,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos Sur 9,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos Sur 6,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos Sur 13,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos Sur 66,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos Sur Pd 6 Mz 3,12000,Barrio San Agustin,Milpa Alta
Guanajuato Oriente 24,12000,La Concepcion Milpa Alta,Milpa Alta
Av Guanajuato Oriente 20,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato Oriente 144,12000,Barrio de la Concepcion,Milpa Alta
AV GUANAJUATO OTE 34,12000,BO SAN AGUSTIN,Milpa Alta
Av Guanajuato Oriente 33,12000,Barrio de la Concepcion,Milpa Alta
Toluca Sur Num. 22,12000,Villa Milpa Alta,Milpa Alta
Av Toluca Pd.13 Mz.3,12000,Barrio San Agustin El Alto Milpa Alta,Milpa Alta
Av Toluca 14,12000,Barrio San Agustin El Alto,Milpa Alta
Av Toluca 16,12000,Barrio San Agustin El Alto,Milpa Alta
Av Toluca Sur 12,12000,Barrio San Agustin El Alto,Milpa Alta
JALISCO ORIENTE 5,12000,BO SAN AGUSTIN,Milpa Alta
Jalisco 6,12000,Barrio San Agustin,Milpa Alta
Av Morelos Sur 66 Bis,12000,Barrio de la Concepcion,Milpa Alta
Morelos Sur 66 a,12000,Bo San Agustin,Milpa Alta
Av Toluca Sur.20,12000,Bo. la Concepcion,Milpa Alta
Av. Toluca 14,12000,Bo. la Concepcion,Milpa Alta
Av Guanajuato Ote 144,12000,Bo San Agustin,Milpa Alta
Av Morelos Sur 20,12000,Barrio de la Concepcion,Milpa Alta
Av Morelos 20,12000,Barrio de la Concepcion,Milpa Alta
Morelos 35,12000,Bo. San Agustin El Alto,Milpa Alta
AV MORELOS SUR.25,12000,BARRIO SAN AGUSTIN,Milpa Alta
Morelos Sur 27,12000,Bo San Agustin,Milpa Alta
Morelos Sur 31,12000,La Concepcion Milpa Alta,Milpa Alta
Morelos Sur 33,12000,La Concepcion Milpa Alta,Milpa Alta
Colima Ote.31,12000,Bo. San Agustin Milpa Alta,Milpa Alta
Colima Sur 28 Bis,12000,La Concepion Milpa Alta,Milpa Alta
Colima Ote 32,12000,Bo San Agustin,Milpa Alta
Av Toluca 30,12000,Barrio de la Concepcion,Milpa Alta
Toluca Sur Num. 32,12000,Bo San Agustin,Milpa Alta
Av Toluca Sur Pd.10 Mz. 4,12000,Barrio de la Concepcion,Milpa Alta
TOLUCA SUR 28,12000,BO SAN AGUSTIN,Milpa Alta
Av.toluca No.26,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato 33 Bis,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato 39,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato Ote 24,12000,Bo San Agustin,Milpa Alta
AV GUANAJUATO OTE 135,12000,BO SAN AGUSTIN,Milpa Alta
Av Guanajuato Oriente 33-bis,12000,Barrio San Agustin.,Milpa Alta
AV GUANAJUATO OTE 35,12000,BO SAN AGUSTIN,Milpa Alta
Guanajuato Oriente 24,12000,La Concepcion Milpa Alta,Milpa Alta
GUANAJUATO ORIENTE S N,12000,La Concepcion Milpa Alta,Milpa Alta
Colima S/n Esq Morelos,12000,Bo la Concepcion,Milpa Alta
Toluca S/n,12000,Bo. la Concepcion,Milpa Alta
Morelos Sur 37-a,12000,Bo la Concepcion,Milpa Alta
Av. Toluca No. 74,12000,San Agustin,Milpa Alta
Guerrero 17,12000,Bo San Agustin Milpa Alta,Milpa Alta
Av. Toluca Sur 70,12000,San Agustin,Milpa Alta
MORELOS SUR 38,12000,Bo San Agustin,Milpa Alta
Av. Toluca Sur 60,12000,San Agustin,Milpa Alta
Morelos 37-a,12000,Bo la Concepcion,Milpa Alta
Morelos Sur 131,12000,San Agustin,Milpa Alta
MORELOS SUR 4,12000,Bo San Agustin,Milpa Alta
Toluca Sur 56,12000,Bo San Agustin,Milpa Alta
Av Toluca 74 Prov,12000,Bo la Concepcion,Milpa Alta
Guerrero Oriente S/n.esq.morelos.,12000,Bo.san Agustin,Milpa Alta
GUERRERO ORIENTE S N,12000,La Consepcion,Milpa Alta
"Predio denominado ""Tlaltepec""",12000,Bo.san Agustin,Milpa Alta
AV MORELOS SUR S N,12000,Bo San Agustin,Milpa Alta
AV HIDALGO 123,12000,BO SAN AGUSTIN,Milpa Alta
Oaxaca Lt 03 Mz 006,12000,La Concepcion,Milpa Alta
Toluca 51,12000,Pueblo la Concepcion,Milpa Alta
Toluca 53,12000,La Concepcion,Milpa Alta
Toluca Sur Num. 51,12000,La Concepcion,Milpa Alta
Toluca 51,12000,La Concepcion,Milpa Alta
Toluca 57,12000,Milpa Alta,Milpa Alta
GUERRERO S N,12000,Milpa Alta,Milpa Alta
GUERRERO 12,12000,BO SAN AGUSTIN,Milpa Alta
Oaxaca 11,12000,Bo. la Concepcion,Milpa Alta
Oaxaca 110,12000,Milpa Alta,Milpa Alta
Oaxaca 38,12000,Milpa Alta,Milpa Alta
Oaxaca No.136,12000,Bo.san Aguastin.,Milpa Alta
Oaxaca 250,12000,La Concepcion,Milpa Alta
OAXACA SUR 132,12000,BO SAN AGUSTIN,Milpa Alta
Oaxaca 246,12000,La Concepcion,Milpa Alta
"Cl. OAXACA SUR, 84",12000,BARRIO LA CONCEPCION,Milpa Alta
Toluca 51 a,12000,La Concepcion,Milpa Alta
Oaxaca Sur 48,12000,Bo San Agustin,Milpa Alta
TOLUCA SUR 125,12000,BO SAN AGUSTIN,Milpa Alta
Toluca Sur 55-bis,12000,Bo. la Concepcion,Milpa Alta
Oxaca S/n,12000,La Concepcion,Milpa Alta
Toluca Sur 32,12000,Bo.san Agustin,Milpa Alta
Toluca 34,12000,La Concepcion,Milpa Alta
AV.TOLUCA SUR NUM.57,12000,Pueblo Villa Milpa Alta,Milpa Alta
Oaxaca Sur 66,12000,Bo.la Concepcion Milpa Alta,Milpa Alta
Oaxaca Sur 66,12000,Bo.la Concepcion Milpa Alta,Milpa Alta
Oaxaca Sur No. 36,12000,Bo. San Agustin,Milpa Alta
OAXACA SUR S N,12000,La Concepcion Milpa Alta,Milpa Alta
Colima 21,12000,La Concepcion,Milpa Alta
COLIMA OTE 23,12000,BO SAN AGUSTIN,Milpa Alta
COLIMA OTE 25,12000,BO SAN AGUSTIN,Milpa Alta
Colima 27,12000,El Carmen,Milpa Alta
Colima 29,12000,La Concepcion,Milpa Alta
Colima Ote 31,12000,Bo San Agustin,Milpa Alta
OAXACA SUR 116,12000,BO SAN AGUSTIN,Milpa Alta
TOLUCA SUR 66,12000,Barrio La Concepcion,Milpa Alta
Toluca Sur No. 71,12000,Bo. San Agustin,Milpa Alta
Toluca 38,12000,La Concepcion,Milpa Alta
Toluca 115,12000,La Concepcion,Milpa Alta
AV GUANAJUATO OTE 30,12000,Bo San Agustin,Milpa Alta
TOLUCA SUR S N,12000,La Concepcion Milpa Alta,Milpa Alta
Av Toluca Sur 25,12000,Bo la Concepcion Milpa Alta,Milpa Alta
Av Toluca 27,12000,Barrio de la Concepcion,Milpa Alta
Av Toluca 29 Bis,12000,Barrio de la Concepcion,Milpa Alta
Av Toluca No 29,12000,Bo la Concepcion,Milpa Alta
Av Toluca 51,12000,Barrio de la Concepcion,Milpa Alta
Av Toluca 33,12000,Barrio de la Concepcion,Milpa Alta
Colima 32,12000,La Concepcion,Milpa Alta
Colima 24,12000,La Concepcion,Milpa Alta
Colima 22,12000,La Concepcion,Milpa Alta
Av Colima 22,12000,Barrio de la Concepcion,Milpa Alta
COLIMA OTE. 22,12000,LA CONCEPCION,Milpa Alta
OAXACA SUR 58,12000,BO SAN AGUSTIN,Milpa Alta
Av Oaxaca 10,12000,Barrio de la Concepcion,Milpa Alta
Av Oaxaca 10 Bis,12000,Barrio de la Concepcion,Milpa Alta
Av Oaxaca 16,12000,El Carmen,Milpa Alta
Av Oaxaca 16 Bis,12000,Barrio de la Concepcion,Milpa Alta
AV OAXACA NUM 12,12000,BO LA CONCEPCION MILPA ALTA,Milpa Alta
Av Oaxaca Pd 20 Mz 8,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato Oriente 12,12000,Barrio De La Concepcion,Milpa Alta
Av Guanajuato Oriente Pd 22 Mz 8,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato Oriente 27,12000,Barrio de la Concepcion,Milpa Alta
GUANAJUATO OTE. 93,12000,Villa Milpa Alta,Milpa Alta
Av Guanajuato Ote 117,12000,Bo La Concepcion,Milpa Alta
Av. Guanajuato Ote. Num. 29,12000,Bo.san Agustin.,Milpa Alta
Av Toluca Sur 29 Bis,12000,Barrio de la Concepcion,Milpa Alta
Av Colima 22,12000,Barrio de la Concepcion,Milpa Alta
Av Toluca Sur Pd 29 Mz 8,12000,Barrio de la Concepcion,Milpa Alta
GUANAJUATO ORIENTE S N,12000,La Concepcion Milpa Alta,Milpa Alta
Toluca Sur 33,12000,Bo. San Agustin,Milpa Alta
Av. Toluca 29,12000,Barrio de la Concepcion,Milpa Alta
Oaxaca Sur Num. 16-a,12000,Bo San Agustin,Milpa Alta
COLIMA OTE 22 CASI ESQ OAXACA.,12000,Bo San Agustin,Milpa Alta
Av Constitucion Pd 1 Mz 9,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur.20,12000,La Concepci�n,Milpa Alta
Av Veracruz Sur.20,12000,La Concepci�n,Milpa Alta
Av Veracurz 17,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz 14,12000,Barrio de la Concepcion,Milpa Alta
Av Jalisco Oriente Pd 5 Mz 9,12000,Barrio de la Concepcion,Milpa Alta
Av Michoacan 15,12000,Barrio de la Concepcion,Milpa Alta
Arroyo Oaxaca Pd 2 Mz 10,12000,Barrio de la Concepcion,Milpa Alta
Av. Veracruz Num. 6,12000,Bo. La Concepcion,Milpa Alta
Oaxaca Sur 4,12000,Bo San Agustin,Milpa Alta
JALISCO ORIENTE 2,12000,BO SAN AGUSTIN,Milpa Alta
Av Veracurz Sur 5,12000,Barrio de la Concepcion,Milpa Alta
Av Jalisco Ote Num. 12,12000,Bo San Agustin,Milpa Alta
Veracruz Sur Num. 5,12000,Bo San Agustin,Milpa Alta
"Avd. VERACRUZ SUR, 4",12000,BARRIO LA CONCEPCION,Milpa Alta
VERACRUZ NTE. No. 23,12000,Barrio La Concepcion,Milpa Alta
Av Veracruz Sur 23,01200,Barrio de la Concepcion,Milpa Alta
Av Michoacan Pd 12 Mz 10,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur Pd 13 Mz 10,12000,Barrio de la Concepcion,Milpa Alta
OAXACA SUR S-N,12000,BO SAN AGUSTIN,Milpa Alta
Av Oaxaca Sur 66,12000,Barrio de la Concepcion,Milpa Alta
Av Oaxaca Sur Pd 3 Mz 11,12000,Barrio de la Concepcion,Milpa Alta
OAXACA SUR 11,12000,BO SAN AGUSTIN,Milpa Alta
Av Oaxaca Sur 13,12000,Barrio de la Concepcion,Milpa Alta
Oaxaca Sur Sn.,12000,Bo.san Agustin,Milpa Alta
Oaxaca Sur 15,12000,La Concepcion Milpa Alta,Milpa Alta
OAXACA SUR 15 B,12000,Bo San Agustin,Milpa Alta
Av Oaxaca Sur Pred 09 Mz 11,12000,Barrio de la Concepcion,Milpa Alta
Av Oaxaca Sur Pred 11 Mz 10,12000,Barrio de la Concepcion,Milpa Alta
OAXACA SUR S N CJON,12000,La Concepcion Milpa Alta,Milpa Alta
OAXACA SUR 11B,12000,Bo San Agustin,Milpa Alta
Cjon Oaxaca 32,12000,Bo San Agustin,Milpa Alta
OAXACA SUR 20,12000,BO SAN AGUSTIN,Milpa Alta
Oaxaca 21,12000,La Concepcion,Milpa Alta
Oaxaca 23,12000,La Concepcion,Milpa Alta
Hidalgo Oriente 20,12000,La Concepcion Milpa Alta,Milpa Alta
Hidalgo Oriente 18,12000,La Concepcion Milpa Alta,Milpa Alta
HIDALGO ORIENTE S N,12000,La Concepcion Milpa Alta,Milpa Alta
Cjon. Oaxaca Num. 71,12000,Bo. la Concepcion,Milpa Alta
Oaxaca Sur 12 Cjon,12000,La Concepcion Milpa Alta,Milpa Alta
AV HIDALGO 85,12000,BO LA CONCEPCION,Milpa Alta
OAXACA SUR 155,12000,Bo. La Concepcion,Milpa Alta
Oaxaca 25,12000,Milpa Alta,Milpa Alta
Oaxaca 11,12000,Bo. la Concepcion,Milpa Alta
Oaxaca 29,12000,Milpa Alta,Milpa Alta
Oaxaca No.228,12000,Bo. la Concepcion,Milpa Alta
OAXACA SUR 35,12000,BO SAN AGUSTIN,Milpa Alta
Oaxaca 35,12000,Milpa Alta,Milpa Alta
Oaxaca 114,12000,Milpa Alta,Milpa Alta
Oaxaca S/n,12000,Milpa Alta,Milpa Alta
Av. Oaxaca Sur Num. 430,12000,Bo. San Agustin,Milpa Alta
OAXACA SUR 39,12000,BO SAN AGUSTIN,Milpa Alta
OAXACA SUR 115,12000,BO SAN AGUSTIN,Milpa Alta
Guerrero S/n,12000,Bo. los Angeles,Milpa Alta
Veracruz 35,12000,Bo. la Concepcion,Milpa Alta
VERACRUZ SUR 55,12000,BO SAN AGUSTIN,Milpa Alta
Veracruz Sur S/n,12000,Bo. de San Agustin,Milpa Alta
VERACRUZ SUR S N,12000,Bo. los Angeles,Milpa Alta
Paraje Denominado Xalatlaco,12000,Bo. la Concepcion,Milpa Alta
Atenanco C Dom con,12000,Milpa Alta,Milpa Alta
Veracruz S/n,12000,Milpa Alta,Milpa Alta
Guerrero 2,12000,Milpa Alta,Milpa Alta
Yucatan 50,12000,Bo. la Concepcion,Milpa Alta
AV YUCATAN SUR 48,12000,BO SAN AGUSTIN,Milpa Alta
Av Yucatan Sur 41,12000,Bo San Agustin,Milpa Alta
Yucatan 64,12000,Milpa Alta,Milpa Alta
Calle Yucatan 206,12000,Milpa Alta,Milpa Alta
Yucatan Sur 70,12000,Villa Milpa Alta,Milpa Alta
Veracruz Sur 19,12000,Milpa Alta,Milpa Alta
Veracruz 17,12000,Milpa Alta,Milpa Alta
Yucatan 34,12000,Milpa Alta,Milpa Alta
Yucatan 26,12000,Milpa Alta,Milpa Alta
Yucatan Sur 36,12000,La Concepcion Milpa Alta,Milpa Alta
Yucatan Sur 54,12000,Barrio La Concepcion,Milpa Alta
"Avd. YUCATAN SUR, 52",12000,BARRIO LA CONCEPCION,Milpa Alta
Colima Oriente 13,12000,Bo. los Angeles,Milpa Alta
Colima 15,12000,Bo San Agustin,Milpa Alta
Av Colima - 17,12000,B San Agustin,Milpa Alta
"Avd. YUCATAN SUR, S/N",12000,BARRIO LA CONCEPCION,Milpa Alta
"Cl. HIDALGO, S/N",12000,BARRIO LA CONCEPCION,Milpa Alta
Av Guanajuato Ote 21,12000,Bo San Agustin,Milpa Alta
Veracruz Sur 19,12000,La Concepcion Milpa Alta,Milpa Alta
Av Constitucion Pd 3 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur Pd 4 Mz 16,12000,Barrio de la Concepcionmilpa Alta,Milpa Alta
Av Veracruz Sur Pd 5 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur 25,12000,Barrio La Concepcion,Milpa Alta
Av Veracruz Sur Pd 7 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Colima Pd 8 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Colima 16,12000,Barrio San Agustin,Milpa Alta
Av Colima Pd 10 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Colima No.10,12000,Barrio San Agustin,Milpa Alta
Av Colima 10,12000,Barrio de la Concepcion,Milpa Alta
AV YUCATAN SUR 24,12000,BO SAN AGUSTIN,Milpa Alta
Av Yucatan Sur 26,12000,Bo San Agustin,Milpa Alta
Yucatan Sur.30,12000,Bo. la Concepcion,Milpa Alta
AV YUCATAN SUR 18,12000,BO SAN AGUSTIN,Milpa Alta
AV. YUCATAN NUM. 38,12000,VILLA MILPA ALTA,Milpa Alta
Cjon Guanajuato Pd 18 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av. Yucatan Sur Num. 4,12000,Bo. la Concepcion,Milpa Alta
Yucatan Esq. Guanajuato No. 2,12000,Bo. la Concepcion,Milpa Alta
Guanajuato Ote 21,12000,Barrio San Agustin,Milpa Alta
Av Guanajuato Ote 19,12000,Bo San Agustin,Milpa Alta
Veracruz Sur 21,12000,La Concepcion Milpa Alta,Milpa Alta
Av Veracruz Sur Pd 24 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur Pd 25 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Veracruz Sur Pd 26 Mz 16,12000,Barrio de la Concepcion,Milpa Alta
Av Guanajuato Ote 17,12000,Bo San Agustin,Milpa Alta
Avenida Veracruz Sur.21,12000,Barrio San Agustin.,Milpa Alta
Colima 20,12000,BO SAN AGUSTIN,Milpa Alta
COLIMA 18,12000,Bo San Agustin,Milpa Alta
Yucatan 24,12000,Barrio Concepcion,Milpa Alta
Yucatan S/n,12000,Bo la Concepcion,Milpa Alta
Yucatan 8,12000,Barrio la Concepcion,Milpa Alta
Av Yucatan Sur 2,12000,Bo San Agustin,Milpa Alta
Veracruz Sur 23 Esq Cjon Veracruz,12000,Bo San Agustin,Milpa Alta
AV YUCATAN SUR 28,12000,BO SAN AGUSTIN,Milpa Alta
Colima Num. 14-b,12000,Bo San Agustin,Milpa Alta
Av Jalisco Pd 1 Mz 17,12000,Barrio de la Concepcion,Milpa Alta
VERACRUZ SUR 2,12000,BO SAN AGUSTIN,Milpa Alta
VERACRUZ SUR L3,12000,Bo San Agustin,Milpa Alta
VERACRUZ SUR L4,12000,Bo San Agustin,Milpa Alta
VERACRUZ SUR L5,12000,Bo San Agustin,Milpa Alta
AV VERACRUZ  MZ 17 LT 06,12000,Bo San Agustin,Milpa Alta
Av Constitucion Pd 7 Mz 17,12000,Barrio de la Concepcion,Milpa Alta
"Cl. GUANAJUATO OTE, 10",12000,BARRIO LA CONCEPCION,Milpa Alta
Guanajuato Oriente 7,12000,Barrio la Concepcion,Milpa Alta
Guanajuato Oriente 80,12000,Barrio de la Concepcion,Milpa Alta
Queretaro 18,12000,Bo. la Concepcion,Milpa Alta
QUERETARO MZ17 LT 13,12000,Bo San Agustin,Milpa Alta
Queretaro No. 10 Esquina Jalisco Ote.,12000,Pueblo Villa Milpa Alta,Milpa Alta
Veracruz Num. 13,12000,Barrio de la Concepcion,Milpa Alta
Jalisco No. 11,12000,Bo. la Concepcion,Milpa Alta
Guanajuato Ote. 86,12000,Villa Milpa Alta,Milpa Alta
Guanajuato Ote. 86,12000,Villa Milpa Alta,Milpa Alta
Guanajuato Ote. 86,12000,Villa Milpa Alta,Milpa Alta
Queretaro 20,12000,Bo. la Concepcion,Milpa Alta
GUANAJUATO OTE. 86,12000,VILLA MILPA ALTA,Milpa Alta
GUANAJUATO OTE. 86,12000,VILLA MILPA ALTA,Milpa Alta
Av.yucatan S/n Entre Constitucion y Michoacan,12000,Santa Cruz,Milpa Alta
Av Jalisco Ote Esq Av Mexico Sur,12000,Barrio de la Concepcion,Milpa Alta
"Avd. JALISCO OTE, 49",12000,VILLA MILPA ALTA CENTRO,Milpa Alta
Av. Michoacan Num. 75,12000,Barrio de la Concepcion,Milpa Alta
VERACRUZ SUR L2,12000,BO SAN AGUSTIN,Milpa Alta
Veracruz Sur 10,12000,Bo San Agustin,Milpa Alta
Priv. Queretaro S/n.,12000,Bo. de la Concepcion,Milpa Alta
Jalisco Oriente Num. 7-a,12000,Bo San Agustin,Milpa Alta
Cjon Guanajuato Pd 6 Mz 20,12000,Barrio de la Concepcion,Milpa Alta
Michoacan Ote. Num. 75 a,12000,Bo. la Concepcion,Milpa Alta
Tabasco Oriente 87,12000,La Cruz Milpa Alta,Milpa Alta
VERACRUZ NORTE S N,12000,La Cruz Milpa Alta,Milpa Alta
Veracruz Sur No. 22,12000,La Cruz Milpa Alta,Milpa Alta
AV YUCATAN NORTE 69,12000,BO STA  CRUZ,Milpa Alta
Yucatan Norte 3,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte 5,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte 5 a,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte 7,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte 7 Bis,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte N0.1,12000,Bo. Sta.cruz,Milpa Alta
Av Tabasco 63,12000,Sta Cruz Milpa Alta,Milpa Alta
Tabasco Oriente 17,12000,La Cruz Milpa Alta,Milpa Alta
Tabasco Oriente 80,12000,La Cruz Milpa Alta,Milpa Alta
Tabasco Oriente 19 Bis,12000,La Cruz Milpa Alta,Milpa Alta
Tabasco Oriente 81,12000,La Cruz Milpa Alta,Milpa Alta
Tabasco Oriente 21,12000,La Cruz Milpa Alta,Milpa Alta
Michoacan Oriente 80-e,12000,Bo. Sta. Cruz,Milpa Alta
Michoacan Oriente 80-d,12000,Bo. Sta. Cruz,Milpa Alta
Michoacan Oriente 80-c,12000,Bo. Sta. Cruz,Milpa Alta
Avenida Tabasco Ote. 71,12000,Santa Cruz Milpa Alta,Milpa Alta
Michoacan Oriente 80-b,12000,Bo. Sta. Cruz,Milpa Alta
Michoacan Oriente 80-a,12000,Bo. Sta. Cruz,Milpa Alta
Michoacan Oriente Num. 80,12000,Bo. Sta. Cruz,Milpa Alta
Paso de Servicio (veracruz Sur) No. 22,12000,Bo. Sta Cruz,Milpa Alta
"Avd. PUEBLA OTE, 83",12000,BARRIO SANTA CRUZ,Milpa Alta
Veracruz Norte 16,12000,La Cruz Milpa Alta,Milpa Alta
Veracruz Norte # 14,12000,Bo.Sta.Cruzmilpa Alta,Milpa Alta
Veracruz Norte 22,12000,La Cruz Milpa Alta,Milpa Alta
"Avd. VERACRUZ SUR, 10",12000,BARRIO SANTA CRUZ,Milpa Alta
Veracruz Norte No.11-p,12000,Bo.sta.cruz,Milpa Alta
Tabasco Oriente 23,12000,Barrio Santa Cruz,Milpa Alta
TABASCO ORIENTE 18 B,12000,BO STA CRUZ,Milpa Alta
Tabasco Oriente 18,12000,La Cruz Milpa Alta,Milpa Alta
Yucatan Norte 11,12000,La Cruz Milpa Alta,Milpa Alta
Av Yucatan Norte 13,12000,Bo Sta Cruz,Milpa Alta
Yucatan Norte 15,12000,La Cruz Milpa Alta,Milpa Alta
AV YUCATAN NORTE 17,12000,BO STA CRUZ,Milpa Alta
Yucatan Norte 19,12000,La Cruz Milpa Alta,Milpa Alta
Puebla Oriente 21,12000,La Cruz Milpa Alta,Milpa Alta
Av Puebla Ote 51,12000,Bo Sta Cruz,Milpa Alta
AV YUCATAN NORTE 13BIS,12000,BO STA CRUZ,Milpa Alta
VERACRUZ NORTE 64,12000,BO STA CRUZ,Milpa Alta
Yucatan Norte 54,12000,Milpa Alta,Milpa Alta
VERACRUZ NORTE 23,12000,Bo Sta Cruz,Milpa Alta
Veracruz Nte.40,12000,B Santa Cruz,Milpa Alta
Veracruz N 21,12000,B Santa Cruz,Milpa Alta
VERACRUZ NORTE 24,12000,BO STA CRUZ,Milpa Alta
AV PUEBLA OTE 76,12000,Bo Sta Cruz,Milpa Alta
Puebla 20,12000,B Sta Cruz,Milpa Alta
Yucatan Nte 23,12000,Milpa Alta,Milpa Alta
"Avd. YUCATAN NTE, 25",12000,BARRIO SANTA CRUZ,Milpa Alta
Yucatan Norte 77 Sn,12000,Bo.villa Milpa Alta,Milpa Alta
YUCATAN NORTE 29,12000,Bo Sta Cruz,Milpa Alta
Durango Oriente 25,12000,B Santa Cruz,Milpa Alta
YUCATAN NTE 21,12000,Bo Sta Cruz,Milpa Alta
Durango Oriente 25,12000,La Cruz Milpa Alta,Milpa Alta
Durango 25 Bis,12000,Bo. Santa Cruz,Milpa Alta
Av Nuevo Leon Ote 28,12000,Santa Cruz,Milpa Alta
Veracruz Norte 26,12000,Santa Cruz,Milpa Alta
Veracruz Norte 26,12000,Santa Cruz,Milpa Alta
Durango Oriente 27,12000,Santa Cruz,Milpa Alta
Durango Oriente 25,12000,Santa Cruz,Milpa Alta
Durango Oriente 71,12000,Santa Cruz,Milpa Alta
Durango Oriente 22,12000,Santa Cruz,Milpa Alta
Yucatan Norte 31,12000,Santa Cruz,Milpa Alta
Yucatan Norte 38,12000,Santa Cruz,Milpa Alta
Yucatan Norte 99,12000,Santa Cruz,Milpa Alta
Yucatan Norte 37,12000,Santa Cruz,Milpa Alta
Yucatan Norte 39,12000,Santa Cruz,Milpa Alta
Av Nuevo Leon 40,12000,Santa Cruz,Milpa Alta
Av Nuevo Leon 21,12000,Santa Cruz,Milpa Alta
Durango Oriente 71 Predio Interior,12000,Santa Cruz,Milpa Alta
Yucatan Norte 35,12000,Santa Cruz,Milpa Alta
Yucatan Norte 99,12000,Santa Cruz,Milpa Alta
Yucatan Nte 99 B,12000,Bo Sta Cruz,Milpa Alta
Yucatan Norte No.1 Esq.nuevo Leon.o.,12000,Santa Cruz,Milpa Alta
Yucatan Norte 3,12000,Santa Cruz,Milpa Alta
